"Date","Price","Open","High","Low","Vol.","Change %"
"10/04/2024","1,422.95","1,453.15","1,455.30","1,406.00","2.49M","-1.89%"
"09/04/2024","1,450.30","1,467.75","1,470.00","1,447.10","1.23M","-0.83%"
"08/04/2024","1,462.45","1,457.15","1,472.85","1,449.40","1.04M","0.90%"
"05/04/2024","1,449.40","1,439.00","1,474.00","1,437.50","1.21M","-0.70%"
"04/04/2024","1,459.55","1,479.00","1,481.20","1,445.10","1.47M","-0.81%"
"03/04/2024","1,471.50","1,493.35","1,501.55","1,467.00","1.47M","-1.20%"
"02/04/2024","1,489.40","1,502.90","1,502.90","1,483.30","614.24K","-0.62%"
"01/04/2024","1,498.65","1,510.00","1,510.00","1,493.80","563.83K","0.11%"
"28/03/2024","1,496.95","1,472.00","1,514.20","1,461.15","2.11M","2.30%"
"27/03/2024","1,463.35","1,484.00","1,496.00","1,458.00","1.64M","-0.60%"
"26/03/2024","1,472.25","1,473.00","1,481.25","1,460.00","1.64M","-0.61%"
"22/03/2024","1,481.25","1,453.00","1,489.60","1,451.05","1.75M","2.25%"
"21/03/2024","1,448.70","1,427.00","1,455.10","1,420.20","1.70M","2.21%"
"20/03/2024","1,417.40","1,435.80","1,444.90","1,415.60","1.73M","-1.27%"
"19/03/2024","1,435.70","1,482.55","1,486.80","1,431.10","1.65M","-3.54%"
"18/03/2024","1,488.45","1,489.00","1,495.85","1,471.00","996.53K","0.03%"
"15/03/2024","1,488.05","1,494.80","1,496.20","1,466.05","1.54M","-0.57%"
"14/03/2024","1,496.65","1,467.10","1,501.45","1,454.35","1.75M","1.73%"
"13/03/2024","1,471.25","1,470.00","1,479.00","1,449.00","1.72M","0.38%"
"12/03/2024","1,465.75","1,512.00","1,514.00","1,460.00","1.86M","-2.55%"
